well,curve,available,non_missing_count,missing_pct
16_1-2,DEPTH_MD,True,17105,7.774842292554052
16_1-2,DRHO,True,1833,90.11700005391707
16_1-2,DTC,True,16906,8.847792095756724
16_1-2,DTS,False,0,100.0
16_1-2,GR,True,18497,0.26958537768911883
16_1-2,MUDWEIGHT,True,16908,8.837008680649161
16_1-2,NPHI,True,1682,90.9311478945382
16_1-2,PEF,False,0,100.0
16_1-2,RDEP,True,17105,7.774842292554052
16_1-2,RHOB,True,1737,90.63460397908017
16_1-2,RMED,True,17108,7.758667169892708
16_1-2,RMIC,False,0,100.0
16_1-2,ROP,True,16962,8.545856472744918
16_1-2,ROPA,False,0,100.0
16_1-2,RSHA,True,17109,7.753275462338927
16_1-2,RXO,False,0,100.0
16_1-2,SGR,False,0,100.0
16_1-2,SP,True,17110,7.747883754785145
16_1-2,X_LOC,True,17105,7.774842292554052
16_1-2,Y_LOC,True,17105,7.774842292554052
16_1-2,Z_LOC,True,17105,7.774842292554052
16_1-6 A,BS,True,13205,2.2792866128912848
16_1-6 A,CALI,True,3613,73.26278398579146
16_1-6 A,DCAL,False,0,100.0
16_1-6 A,DEPT,True,13513,0.0
16_1-6 A,DEPTH_MD,True,13060,3.3523273884407567
16_1-6 A,DRHO,False,0,100.0
16_1-6 A,DTC,True,3566,73.6105972026937
16_1-6 A,DTS,False,0,100.0
16_1-6 A,GR,True,13197,2.338488862576782
16_1-6 A,MUDWEIGHT,True,10737,20.543180640864357
16_1-6 A,NPHI,True,3615,73.24798342337009
16_1-6 A,PEF,True,3480,74.24702138681269
16_1-6 A,RDEP,True,13060,3.3523273884407567
16_1-6 A,RHOB,True,3480,74.24702138681269
16_1-6 A,RMED,True,12965,4.055354103455933
16_1-6 A,RMIC,False,0,100.0
16_1-6 A,ROP,True,13512,0.0074002812106899185
16_1-6 A,ROPA,False,0,100.0
16_1-6 A,RSHA,False,0,100.0
16_1-6 A,RXO,False,0,100.0
16_1-6 A,SGR,False,0,100.0
16_1-6 A,SP,False,0,100.0
16_1-6 A,X_LOC,True,13060,3.3523273884407567
16_1-6 A,Y_LOC,True,13060,3.3523273884407567
16_1-6 A,Z_LOC,True,13060,3.3523273884407567
16_10-1,BS,True,20079,0.33751923363279923
16_10-1,CALI,True,17880,11.25229562714052
16_10-1,DCAL,True,17739,11.952151685114409
16_10-1,DEPT,True,20147,0.0
16_10-1,DEPTH_MD,True,19471,3.355338263761354
16_10-1,DRHO,True,11663,42.110487913833325
16_10-1,DTC,True,19961,0.9232143743485355
16_10-1,DTS,False,0,100.0
16_10-1,GR,True,19997,0.7445277212488222
16_10-1,MUDWEIGHT,True,17100,15.123839777634384
16_10-1,NPHI,True,11618,42.333846230207975
16_10-1,PEF,True,11671,42.07077976870005
16_10-1,RDEP,True,19471,3.355338263761354
16_10-1,RHOB,True,11505,42.894723780215415
16_10-1,RMED,True,19303,4.189209311560038
16_10-1,RMIC,False,0,100.0
16_10-1,ROP,True,20045,0.5062788504491933
16_10-1,ROPA,False,0,100.0
16_10-1,RSHA,True,5752,71.44984364917855
16_10-1,RXO,True,6470,67.88603762346752
16_10-1,SGR,False,0,100.0
16_10-1,SP,True,19932,1.067156400456648
16_10-1,X_LOC,True,19471,3.355338263761354
16_10-1,Y_LOC,True,19471,3.355338263761354
16_10-1,Z_LOC,True,19471,3.355338263761354
16_10-2,BS,True,20039,0.4570066067259404
16_10-2,CALI,True,2495,87.60617952411704
16_10-2,DCAL,True,2520,87.48199294620238
16_10-2,DEPT,True,20131,0.0
16_10-2,DEPTH_MD,True,19653,2.374447369728283
16_10-2,DRHO,True,2520,87.48199294620238
16_10-2,DTC,True,19202,4.614773235308722
16_10-2,DTS,False,0,100.0
16_10-2,GR,True,19999,0.6557051313893947
16_10-2,MUDWEIGHT,True,18796,6.631563260642793
16_10-2,NPHI,True,2520,87.48199294620238
16_10-2,PEF,True,2570,87.23361979037306
16_10-2,RDEP,True,19653,2.374447369728283
16_10-2,RHOB,True,2520,87.48199294620238
16_10-2,RMED,True,19016,5.538721374993793
16_10-2,RMIC,False,0,100.0
16_10-2,ROP,False,0,100.0
16_10-2,ROPA,False,0,100.0
16_10-2,RSHA,False,0,100.0
16_10-2,RXO,False,0,100.0
16_10-2,SGR,False,0,100.0
16_10-2,SP,True,19558,2.8463563658039814
16_10-2,X_LOC,True,19653,2.374447369728283
16_10-2,Y_LOC,True,19653,2.374447369728283
16_10-2,Z_LOC,True,19653,2.374447369728283
16_10-3,BS,True,17995,0.0
16_10-3,CALI,True,16019,10.980828007779941
16_10-3,DCAL,True,15890,11.697693803834397
16_10-3,DEPT,True,17995,0.0
16_10-3,DEPTH_MD,True,17356,3.550986385106969
16_10-3,DRHO,True,10816,39.89441511530981
16_10-3,DTC,True,15911,11.580994720755767
16_10-3,DTS,True,3757,79.12197832731313
16_10-3,GR,True,17938,0.31675465407057235
16_10-3,MUDWEIGHT,True,17422,3.1842178382884168
16_10-3,NPHI,True,4703,73.86496248958044
16_10-3,PEF,True,10133,43.68991386496249
16_10-3,RDEP,True,17356,3.550986385106969
16_10-3,RHOB,True,10548,41.383717699360936
16_10-3,RMED,True,17357,3.545429285912749
16_10-3,RMIC,False,0,100.0
16_10-3,ROP,True,17457,2.989719366490695
16_10-3,ROPA,False,0,100.0
16_10-3,RSHA,True,15958,11.319811058627394
16_10-3,RXO,False,0,100.0
16_10-3,SGR,False,0,100.0
16_10-3,SP,True,11038,38.660739094192834
16_10-3,X_LOC,True,17356,3.550986385106969
16_10-3,Y_LOC,True,17356,3.550986385106969
16_10-3,Z_LOC,True,17356,3.550986385106969
16_10-5,BS,True,18808,0.0
16_10-5,CALI,True,2688,85.70820927264994
16_10-5,DCAL,True,2765,85.29880901743938
16_10-5,DEPT,True,18808,0.0
16_10-5,DEPTH_MD,True,18712,0.5104210974053558
16_10-5,DRHO,True,2767,85.28817524457676
16_10-5,DTC,True,12931,31.24734155678435
16_10-5,DTS,True,4015,78.6527009783071
16_10-5,GR,True,18799,0.047851977881752106
16_10-5,MUDWEIGHT,False,0,100.0
16_10-5,NPHI,True,2653,85.89430029774564
16_10-5,PEF,True,2603,86.16014461931093
16_10-5,RDEP,True,18712,0.5104210974053558
16_10-5,RHOB,True,2603,86.16014461931093
16_10-5,RMED,True,18712,0.5104210974053558
16_10-5,RMIC,False,0,100.0
16_10-5,ROP,True,18773,0.18609102509570263
16_10-5,ROPA,True,18775,0.17545725223309105
16_10-5,RSHA,True,18712,0.5104210974053558
16_10-5,RXO,False,0,100.0
16_10-5,SGR,False,0,100.0
16_10-5,SP,False,0,100.0
16_10-5,X_LOC,True,18712,0.5104210974053558
16_10-5,Y_LOC,True,18712,0.5104210974053558
16_10-5,Z_LOC,True,18712,0.5104210974053558
16_11-1 ST3,BS,True,16416,15.685670261941453
16_11-1 ST3,CALI,True,16739,14.026707755521317
16_11-1 ST3,DCAL,False,0,100.0
16_11-1 ST3,DEPT,True,19470,0.0
16_11-1 ST3,DEPTH_MD,True,9087,53.328197226502304
16_11-1 ST3,DRHO,True,3532,81.85927067283
16_11-1 ST3,DTC,True,16559,14.951206985105292
16_11-1 ST3,DTS,False,0,100.0
16_11-1 ST3,GR,True,18848,3.1946584488957375
16_11-1 ST3,MUDWEIGHT,True,10206,47.580893682588595
16_11-1 ST3,NPHI,True,3643,81.28916281458655
16_11-1 ST3,PEF,False,0,100.0
16_11-1 ST3,RDEP,True,9087,53.328197226502304
16_11-1 ST3,RHOB,True,3573,81.64869029275809
16_11-1 ST3,RMED,True,9138,53.06625577812019
16_11-1 ST3,RMIC,False,0,100.0
16_11-1 ST3,ROP,True,16876,13.323061119671287
16_11-1 ST3,ROPA,False,0,100.0
16_11-1 ST3,RSHA,True,3472,82.16743708269132
16_11-1 ST3,RXO,False,0,100.0
16_11-1 ST3,SGR,False,0,100.0
16_11-1 ST3,SP,True,9139,53.06111967128917
16_11-1 ST3,X_LOC,True,9087,53.328197226502304
16_11-1 ST3,Y_LOC,True,9087,53.328197226502304
16_11-1 ST3,Z_LOC,True,9087,53.328197226502304
16_2-11 A,BS,True,14672,0.0
16_2-11 A,CALI,True,10708,27.017448200654304
16_2-11 A,DCAL,False,0,100.0
16_2-11 A,DEPT,True,14672,0.0
16_2-11 A,DEPTH_MD,True,14617,0.3748636859323917
16_2-11 A,DRHO,True,10474,28.61232279171211
16_2-11 A,DTC,True,14428,1.6630316248636867
16_2-11 A,DTS,True,3818,73.97764449291166
16_2-11 A,GR,True,14642,0.20447110141766922
16_2-11 A,MUDWEIGHT,False,0,100.0
16_2-11 A,NPHI,True,10565,27.99209378407852
16_2-11 A,PEF,True,10398,29.130316248636856
16_2-11 A,RDEP,True,14617,0.3748636859323917
16_2-11 A,RHOB,True,10398,29.130316248636856
16_2-11 A,RMED,True,14593,0.5384405670665227
16_2-11 A,RMIC,True,1635,88.85632497273718
16_2-11 A,ROP,True,14671,0.0068157033805915646
16_2-11 A,ROPA,True,14644,0.1908396946564861
16_2-11 A,RSHA,False,0,100.0
16_2-11 A,RXO,False,0,100.0
16_2-11 A,SGR,False,0,100.0
16_2-11 A,SP,False,0,100.0
16_2-11 A,X_LOC,True,14617,0.3748636859323917
16_2-11 A,Y_LOC,True,14617,0.3748636859323917
16_2-11 A,Z_LOC,True,14617,0.3748636859323917
16_2-16,BS,True,13637,0.0
16_2-16,CALI,True,10027,26.472097968761453
16_2-16,DCAL,False,0,100.0
16_2-16,DEPT,True,13637,0.0
16_2-16,DEPTH_MD,True,13621,0.11732785803328927
16_2-16,DRHO,True,9821,27.98269414094009
16_2-16,DTC,True,13391,1.8039158172618586
16_2-16,DTS,True,3423,74.89917137200264
16_2-16,GR,True,13623,0.10266187577913088
16_2-16,MUDWEIGHT,False,0,100.0
16_2-16,NPHI,True,9898,27.418053824154875
16_2-16,PEF,True,9686,28.972647943095986
16_2-16,RDEP,True,13621,0.11732785803328927
16_2-16,RHOB,True,9686,28.972647943095986
16_2-16,RMED,True,13591,0.3373175918457094
16_2-16,RMIC,False,0,100.0
16_2-16,ROP,True,13605,0.23465571606657853
16_2-16,ROPA,False,0,100.0
16_2-16,RSHA,False,0,100.0
16_2-16,RXO,False,0,100.0
16_2-16,SGR,False,0,100.0
16_2-16,SP,False,0,100.0
16_2-16,X_LOC,True,13621,0.11732785803328927
16_2-16,Y_LOC,True,13621,0.11732785803328927
16_2-16,Z_LOC,True,13621,0.11732785803328927
16_2-6,BS,True,13094,0.0
16_2-6,CALI,True,8968,31.510615549106458
16_2-6,DCAL,False,0,100.0
16_2-6,DEPT,True,13094,0.0
16_2-6,DEPTH_MD,True,13079,0.11455628532152096
16_2-6,DRHO,True,8943,31.701542691308994
16_2-6,DTC,True,8883,32.15976783259508
16_2-6,DTS,True,1888,85.58118222086452
16_2-6,GR,True,13086,0.0610966855048134
16_2-6,MUDWEIGHT,False,0,100.0
16_2-6,NPHI,True,8921,31.869558576447233
16_2-6,PEF,True,8824,32.61035588819306
16_2-6,RDEP,True,13079,0.11455628532152096
16_2-6,RHOB,True,8824,32.61035588819306
16_2-6,RMED,True,13077,0.12983045669772153
16_2-6,RMIC,False,0,100.0
16_2-6,ROP,True,13093,0.007637085688105838
16_2-6,ROPA,True,13084,0.07637085688101397
16_2-6,RSHA,False,0,100.0
16_2-6,RXO,False,0,100.0
16_2-6,SGR,False,0,100.0
16_2-6,SP,False,0,100.0
16_2-6,X_LOC,True,13079,0.11455628532152096
16_2-6,Y_LOC,True,13079,0.11455628532152096
16_2-6,Z_LOC,True,13079,0.11455628532152096
16_2-7,BS,True,15539,0.10928259192594103
16_2-7,CALI,True,11729,24.601439958858318
16_2-7,DCAL,True,11080,28.77346361532528
16_2-7,DEPT,True,15556,0.0
16_2-7,DEPTH_MD,True,15507,0.31499100025713656
16_2-7,DRHO,True,11343,27.082797634353305
16_2-7,DTC,True,11760,24.402159938287483
16_2-7,DTS,True,6501,58.20905116996657
16_2-7,GR,True,15542,0.08999742864489457
16_2-7,MUDWEIGHT,False,0,100.0
16_2-7,NPHI,True,11341,27.095654409874005
16_2-7,PEF,True,11258,27.629210593983032
16_2-7,RDEP,True,15507,0.31499100025713656
16_2-7,RHOB,True,11263,27.59706865518128
16_2-7,RMED,True,15437,0.7649781434816094
16_2-7,RMIC,True,1673,89.24530727693495
16_2-7,ROP,True,15532,0.15428130624839387
16_2-7,ROPA,True,15535,0.1349961429673474
16_2-7,RSHA,False,0,100.0
16_2-7,RXO,False,0,100.0
16_2-7,SGR,False,0,100.0
16_2-7,SP,False,0,100.0
16_2-7,X_LOC,True,15507,0.31499100025713656
16_2-7,Y_LOC,True,15507,0.31499100025713656
16_2-7,Z_LOC,True,15507,0.31499100025713656
16_4-1,BS,True,15790,14.296569691706473
16_4-1,CALI,True,15788,14.307425097698657
16_4-1,DCAL,True,14133,23.290273556231
16_4-1,DEPT,True,18424,0.0
16_4-1,DEPTH_MD,True,17775,3.5225792444637416
16_4-1,DRHO,True,16059,12.836517585757711
16_4-1,DTC,True,17694,3.962223187147196
16_4-1,DTS,False,0,100.0
16_4-1,GR,True,18347,0.41793313069908855
16_4-1,MUDWEIGHT,True,17211,6.583803734259663
16_4-1,NPHI,True,15974,13.297872340425531
16_4-1,PEF,True,1148,93.76899696048632
16_4-1,RDEP,True,17775,3.5225792444637416
16_4-1,RHOB,True,15914,13.62353452019105
16_4-1,RMED,True,17082,7.283977420755539
16_4-1,RMIC,False,0,100.0
16_4-1,ROP,True,18298,0.6838905775075954
16_4-1,ROPA,False,0,100.0
16_4-1,RSHA,True,16066,12.798523664785066
16_4-1,RXO,True,4469,75.74359531046461
16_4-1,SGR,False,0,100.0
16_4-1,SP,True,18414,0.054277029960925205
16_4-1,X_LOC,True,17775,3.5225792444637416
16_4-1,Y_LOC,True,17775,3.5225792444637416
16_4-1,Z_LOC,True,17775,3.5225792444637416
16_5-3,BS,True,11905,2.903515210831087
16_5-3,CALI,True,3026,75.32012070793573
16_5-3,DCAL,False,0,100.0
16_5-3,DEPT,True,12261,0.0
16_5-3,DEPTH_MD,True,11811,3.670173721556158
16_5-3,DRHO,True,3026,75.32012070793573
16_5-3,DTC,True,3303,73.06092488377783
16_5-3,DTS,True,3165,74.18644482505505
16_5-3,GR,True,11869,3.1971291085555853
16_5-3,MUDWEIGHT,False,0,100.0
16_5-3,NPHI,True,2984,75.66267025528097
16_5-3,PEF,True,3008,75.46692765679798
16_5-3,RDEP,True,11811,3.670173721556158
16_5-3,RHOB,True,3008,75.46692765679798
16_5-3,RMED,True,11723,4.387896582660467
16_5-3,RMIC,True,3008,75.46692765679798
16_5-3,ROP,True,11905,2.903515210831087
16_5-3,ROPA,True,12249,0.09787129924149207
16_5-3,RSHA,False,0,100.0
16_5-3,RXO,False,0,100.0
16_5-3,SGR,False,0,100.0
16_5-3,SP,False,0,100.0
16_5-3,X_LOC,True,11811,3.670173721556158
16_5-3,Y_LOC,True,11811,3.670173721556158
16_5-3,Z_LOC,True,11811,3.670173721556158
16_7-4,BS,True,17208,1.1716057891109632
16_7-4,CALI,True,17347,0.3733057661382988
16_7-4,DCAL,True,17347,0.3733057661382988
16_7-4,DEPT,True,17412,0.0
16_7-4,DEPTH_MD,True,17163,1.4300482425913197
16_7-4,DRHO,True,9864,43.34941419710544
16_7-4,DTC,True,17157,1.4645072363887013
16_7-4,DTS,False,0,100.0
16_7-4,GR,True,17303,0.6260050539857565
16_7-4,MUDWEIGHT,True,17269,0.8212726855042485
16_7-4,NPHI,True,10145,41.73558465426142
16_7-4,PEF,False,0,100.0
16_7-4,RDEP,True,17163,1.4300482425913197
16_7-4,RHOB,True,17196,1.2405237767057153
16_7-4,RMED,True,17163,1.4300482425913197
16_7-4,RMIC,False,0,100.0
16_7-4,ROP,True,17368,0.25269928784745765
16_7-4,ROPA,False,0,100.0
16_7-4,RSHA,True,1829,89.49575005743165
16_7-4,RXO,False,0,100.0
16_7-4,SGR,False,0,100.0
16_7-4,SP,True,17391,0.12060647829083004
16_7-4,X_LOC,True,17163,1.4300482425913197
16_7-4,Y_LOC,True,17163,1.4300482425913197
16_7-4,Z_LOC,True,17163,1.4300482425913197
16_7-5,BS,False,0,100.0
16_7-5,CALI,True,16101,12.911077455646902
16_7-5,DCAL,False,0,100.0
16_7-5,DEPT,True,18488,0.0
16_7-5,DEPTH_MD,True,18480,0.04327131112072946
16_7-5,DRHO,True,10906,41.01038511466898
16_7-5,DTC,True,17077,7.631977498918219
16_7-5,DTS,False,0,100.0
16_7-5,GR,True,18422,0.3569883167459986
16_7-5,MUDWEIGHT,True,16434,11.109909130246642
16_7-5,NPHI,True,10905,41.01579402855906
16_7-5,PEF,True,10898,41.0536564257897
16_7-5,RDEP,True,18480,0.04327131112072946
16_7-5,RHOB,True,10905,41.01579402855906
16_7-5,RMED,True,18481,0.03786239723063689
16_7-5,RMIC,False,0,100.0
16_7-5,ROP,True,17892,3.2237126784941617
16_7-5,ROPA,False,0,100.0
16_7-5,RSHA,True,18481,0.03786239723063689
16_7-5,RXO,False,0,100.0
16_7-5,SGR,False,0,100.0
16_7-5,SP,True,18481,0.03786239723063689
16_7-5,X_LOC,True,18480,0.04327131112072946
16_7-5,Y_LOC,True,18480,0.04327131112072946
16_7-5,Z_LOC,True,18480,0.04327131112072946
16_7-6,BS,True,17302,0.011558021266755425
16_7-6,CALI,True,10554,39.00832177531207
16_7-6,DCAL,True,10673,38.3206195099399
16_7-6,DEPT,True,17304,0.0
16_7-6,DEPTH_MD,True,16159,6.616967175219601
16_7-6,DRHO,True,10532,39.135460009246415
16_7-6,DTC,True,10561,38.967868700878405
16_7-6,DTS,True,10240,40.82293111419325
16_7-6,GR,True,15983,7.6340730466944
16_7-6,MUDWEIGHT,False,0,100.0
16_7-6,NPHI,True,10482,39.4244105409154
16_7-6,PEF,True,10641,38.505547850208046
16_7-6,RDEP,True,16159,6.616967175219601
16_7-6,RHOB,True,10530,39.14701803051318
16_7-6,RMED,True,16149,6.674757281553401
16_7-6,RMIC,True,15848,8.414239482200648
16_7-6,ROP,True,16075,7.102404068423485
16_7-6,ROPA,False,0,100.0
16_7-6,RSHA,True,16149,6.674757281553401
16_7-6,RXO,False,0,100.0
16_7-6,SGR,True,1223,92.9322699953768
16_7-6,SP,True,10674,38.31484049930653
16_7-6,X_LOC,True,16159,6.616967175219601
16_7-6,Y_LOC,True,16159,6.616967175219601
16_7-6,Z_LOC,True,16159,6.616967175219601
16_8-1,BS,False,0,100.0
16_8-1,CALI,True,6709,54.003839297956944
16_8-1,DCAL,False,0,100.0
16_8-1,DEPT,True,14586,0.0
16_8-1,DEPTH_MD,True,11888,18.49718908542438
16_8-1,DRHO,True,6712,53.98327163033046
16_8-1,DTC,True,13935,4.463183874948584
16_8-1,DTS,False,0,100.0
16_8-1,GR,True,14540,0.3153709036061936
16_8-1,MUDWEIGHT,True,13706,6.03318250377074
16_8-1,NPHI,True,4987,65.80968051556286
16_8-1,PEF,False,0,100.0
16_8-1,RDEP,True,11888,18.49718908542438
16_8-1,RHOB,True,6709,54.003839297956944
16_8-1,RMED,True,11887,18.504044974633203
16_8-1,RMIC,False,0,100.0
16_8-1,ROP,True,14418,1.1517893870835016
16_8-1,ROPA,False,0,100.0
16_8-1,RSHA,True,11888,18.49718908542438
16_8-1,RXO,False,0,100.0
16_8-1,SGR,False,0,100.0
16_8-1,SP,True,11888,18.49718908542438
16_8-1,X_LOC,True,11888,18.49718908542438
16_8-1,Y_LOC,True,11888,18.49718908542438
16_8-1,Z_LOC,True,11888,18.49718908542438
17_11-1,BS,False,0,100.0
17_11-1,CALI,True,20296,1.1542395168752773
17_11-1,DCAL,False,0,100.0
17_11-1,DEPT,True,20533,0.0
17_11-1,DEPTH_MD,True,20293,1.168850143671163
17_11-1,DRHO,True,18629,9.272877806457902
17_11-1,DTC,True,17939,12.63332196951249
17_11-1,DTS,False,0,100.0
17_11-1,GR,True,20306,1.1055374275556473
17_11-1,MUDWEIGHT,True,19531,4.879949349827106
17_11-1,NPHI,True,17642,14.079774022305557
17_11-1,PEF,False,0,100.0
17_11-1,RDEP,True,20293,1.168850143671163
17_11-1,RHOB,True,18629,9.272877806457902
17_11-1,RMED,True,12555,38.85452685920227
17_11-1,RMIC,False,0,100.0
17_11-1,ROP,True,20407,0.6136463254273639
17_11-1,ROPA,False,0,100.0
17_11-1,RSHA,True,15353,25.227682267569275
17_11-1,RXO,False,0,100.0
17_11-1,SGR,False,0,100.0
17_11-1,SP,True,12559,38.835046023474405
17_11-1,X_LOC,True,20293,1.168850143671163
17_11-1,Y_LOC,True,20293,1.168850143671163
17_11-1,Z_LOC,True,20293,1.168850143671163
17_4-1,BS,False,0,100.0
17_4-1,CALI,True,18768,26.16837136113297
17_4-1,DCAL,False,0,100.0
17_4-1,DEPT,True,25420,0.0
17_4-1,DEPTH_MD,True,23465,7.690794649881982
17_4-1,DRHO,True,11562,54.516129032258064
17_4-1,DTC,True,23363,8.092053501180175
17_4-1,DTS,False,0,100.0
17_4-1,GR,True,25351,0.27143981117230265
17_4-1,MUDWEIGHT,False,0,100.0
17_4-1,NPHI,True,7261,71.43587726199843
17_4-1,PEF,False,0,100.0
17_4-1,RDEP,True,23465,7.690794649881982
17_4-1,RHOB,True,13740,45.94807238394964
17_4-1,RMED,True,15907,37.42328874901653
17_4-1,RMIC,False,0,100.0
17_4-1,ROP,True,23083,9.193548387096772
17_4-1,ROPA,False,0,100.0
17_4-1,RSHA,True,6295,75.2360346184107
17_4-1,RXO,True,6838,73.09992132179386
17_4-1,SGR,False,0,100.0
17_4-1,SP,True,14123,44.44138473642801
17_4-1,X_LOC,True,23465,7.690794649881982
17_4-1,Y_LOC,True,23465,7.690794649881982
17_4-1,Z_LOC,True,23465,7.690794649881982
25_10-10,BS,True,15029,2.065684869021245
25_10-10,CALI,True,9349,39.07858725400756
25_10-10,DCAL,True,9349,39.07858725400756
